pri_rank,port_id,port_name,country_name,iso2,iso3,latitude,longitude,pri_score,risk_tier,data_tier,n_dims,dims_used,dim_cv,cv_flag,d1_score,d1_tier,score_1_1,score_1_2,score_1_3,score_1_4,ctrl_depth_final,vessel_class_count,terminal_count,cyclone_passes,pga_g,d2_score,d2_tier,score_2_1,score_2_2,score_2_3,score_2_4,lpi_score,dwell_hours,labour_regime,d3_score,d3_tier,score_3_1,score_3_2,score_3_3,score_3_4,catchment_share_pct,hinterland_count,herfindahl,alt_distance_km,d4_score,d4_tier,score_4_1,score_4_2,score_4_3,score_4_4,wgi_ps,wgi_ge,sanctions_level,dispute_level
768,43435.0,Istinye,Turkey,TR,TUR,41.116667,29.05,1.5399,Moderate,A,4,D1|D2|D3|D4,0.7104,False,2.826,A,7.5,10.0,0.0,8.5,23.2,1,1,0,0.35,4.461,A,4.5,4.487,5.0,3.924,3.2,82.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,7.5,0.379,A,6.44,4.44,0.0,0.0,-0.72,0.28,none,none
769,44730.0,Ayvalik,Turkey,TR,TUR,39.316667,26.7,1.5399,Moderate,A,4,D1|D2|D3|D4,0.7104,False,2.826,A,7.5,10.0,0.0,8.5,9.4,1,1,0,0.35,4.461,A,4.5,4.487,5.0,3.924,3.2,82.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,26.7,0.379,A,6.44,4.44,0.0,0.0,-0.72,0.28,none,none
770,44380.0,Rize,Turkey,TR,TUR,41.066667,40.516667,1.5399,Moderate,A,4,D1|D2|D3|D4,0.7104,False,2.826,A,7.5,10.0,0.0,8.5,23.2,1,1,0,0.35,4.461,A,4.5,4.487,5.0,3.924,3.2,82.0,uncertain,1.177,A,1.2,2.0,8.0,0.053,12,1,0.8,63.1,0.379,A,6.44,4.44,0.0,0.0,-0.72,0.28,none,none
771,44805.0,Marmaris,Turkey,TR,TUR,36.85,28.283333,1.5399,Moderate,A,4,D1|D2|D3|D4,0.7104,False,2.826,A,7.5,10.0,0.0,8.5,23.2,1,1,0,0.35,4.461,A,4.5,4.487,5.0,3.924,3.2,82.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.1,0.379,A,6.44,4.44,0.0,0.0,-0.72,0.28,none,none
772,44370.0,Hopa,Turkey,TR,TUR,41.416667,41.4,1.5399,Moderate,A,4,D1|D2|D3|D4,0.7104,False,2.826,A,7.5,10.0,0.0,8.5,23.2,1,1,0,0.35,4.461,A,4.5,4.487,5.0,3.924,3.2,82.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,33.3,0.379,A,6.44,4.44,0.0,0.0,-0.72,0.28,none,none
773,44810.0,Fethiye,Turkey,TR,TUR,36.633333,29.1,1.5399,Moderate,A,4,D1|D2|D3|D4,0.7104,False,2.826,A,7.5,10.0,0.0,8.5,23.2,1,1,0,0.35,4.461,A,4.5,4.487,5.0,3.924,3.2,82.0,uncertain,1.177,A,1.2,2.0,8.0,0.072,12,1,0.8,67.6,0.379,A,6.44,4.44,0.0,0.0,-0.72,0.28,none,none
774,13040.0,Imbituba,Brazil,BR,BRA,-28.233333,-48.666667,1.5398,Moderate,A,4,D1|D2|D3|D4,0.8569,False,1.612,A,7.5,10.0,0.0,0.9,11.0,1,1,0,0.03,5.657,A,5.0,5.0,8.0,5.12,3.0,90.0,volatile,1.657,A,1.2,2.0,8.0,0.393,12,1,0.8,146.4,0.372,A,5.5,4.76,0.0,0.0,-0.25,0.12,none,none
775,14640.0,Puerto Chanaral,Chile,CL,CHL,-26.35,-70.65,1.539,Moderate,A,4,D1|D2|D3|D4,0.7209,False,2.905,A,7.5,10.0,0.0,9.5,23.2,1,1,0,0.4,4.632,A,4.25,4.231,5.0,5.12,3.3,78.0,uncertain,1.237,A,1.2,2.0,8.0,0.122,12,1,0.8,79.9,0.337,A,4.8,2.84,0.0,0.0,0.1,1.08,none,none
776,20580.0,Ny Alesund,Svalbard,,,78.928333333,11.933055556,1.5389,Moderate,A,4,D1|D2|D3|D4,0.7728,False,2.06,A,7.5,10.0,0.0,2.4,23.2,1,1,0,0.08,5.023,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.465,A,1.2,2.0,8.0,0.24,12,1,0.8,108.9,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none
777,8893.0,St. James,United States,US,USA,29.9792,-90.8275,1.5376,Moderate,A,4,D1|D2|D3|D4,0.7301,False,4.325,A,5.0,8.748,3.333,2.4,13.0,2,2,4,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,4.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
778,8895.0,Convent,United States,US,USA,30.016667,-90.833333,1.5376,Moderate,A,4,D1|D2|D3|D4,0.7301,False,4.325,A,5.0,8.748,3.333,2.4,13.0,2,2,4,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,4.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
779,53282.0,Vanimo,Papua New Guinea,PG,PNG,-2.683333,141.133333,1.5374,Moderate,A,4,D1|D2|D3|D4,0.8497,False,2.135,A,2.5,8.748,0.0,9.5,14.0,3,2,0,0.4,5.558,A,6.75,6.731,5.0,4.2,2.3,117.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,49.2,0.4,A,6.56,6.24,0.0,0.0,-0.78,-0.62,none,none
780,46230.0,Calabar,Nigeria,NG,NGA,4.966667,8.316667,1.5365,Moderate,A,4,D1|D2|D3|D4,0.9617,False,1.612,A,7.5,10.0,0.0,0.9,10.0,1,1,0,0.03,6.4,A,6.0,6.026,8.0,5.8,2.6,106.0,volatile,1.271,A,1.2,2.0,8.0,0.136,12,1,0.8,83.4,0.425,A,8.56,6.76,0.0,0.0,-1.78,-0.88,none,none
781,57770.0,Zhanjiang,China,CN,CHN,21.2,110.4,1.5365,Moderate,A,4,D1|D2|D3|D4,0.7379,False,4.732,A,2.5,8.748,4.167,5.5,15.5,3,2,5,0.2,2.672,A,3.25,3.269,2.0,2.4,3.7,63.0,stable,1.211,A,1.2,2.0,8.0,0.112,12,1,0.8,77.5,0.364,A,5.56,4.1,0.0,0.0,-0.28,0.45,none,none
782,10585.0,Cayman Brac,Cayman Islands,,,19.75,-79.75,1.5361,Moderate,A,4,D1|D2|D3|D4,0.7745,False,1.682,A,0.0,10.0,3.333,2.4,18.0,4,1,4,0.08,5.023,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.781,A,1.2,2.0,8.0,0.524,12,1,0.8,178.3,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none
783,28525.0,Saaremaa sadam,Estonia,,,58.536129,22.236096,1.5358,Moderate,A,4,D1|D2|D3|D4,0.7745,False,2.06,A,7.5,10.0,0.0,2.4,10.0,1,1,0,0.08,5.023,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.453,A,1.2,2.0,8.0,0.232,12,1,0.8,106.9,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none
784,59575.0,Santa Clara,Philippines,PH,PHL,7.783333,122.683333,1.5356,Moderate,A,4,D1|D2|D3|D4,0.7479,False,2.625,A,5.0,10.0,0.0,9.5,12.5,2,1,0,0.4,4.787,A,5.0,5.0,5.0,4.2,3.0,90.0,uncertain,1.177,A,1.2,2.0,8.0,0.031,12,1,0.8,57.7,0.376,A,6.64,3.96,0.0,0.0,-0.82,0.52,none,none
785,57436.0,Benchamas Terminal,Thailand,TH,THA,10.516667,101.25,1.5355,Moderate,A,4,D1|D2|D3|D4,0.6553,False,3.499,A,7.5,10.0,0.833,2.4,23.2,1,1,1,0.08,3.609,A,4.5,4.487,2.0,4.2,3.2,82.0,stable,1.177,A,1.2,2.0,8.0,0.006,12,1,0.8,51.5,0.374,A,6.04,4.4,0.0,0.0,-0.52,0.3,none,none
786,13780.0,Mar Del Plata,Argentina,AR,ARG,-38.033333,-57.533333,1.5348,Moderate,A,4,D1|D2|D3|D4,0.839,False,1.8,A,5.0,8.748,0.0,2.4,12.5,2,2,0,0.08,5.512,A,4.75,4.744,8.0,5.12,3.1,86.0,volatile,1.524,A,1.2,2.0,8.0,0.281,12,1,0.8,118.8,0.367,A,4.7,5.16,0.0,0.0,0.15,-0.08,none,none
787,46170.0,Warri,Nigeria,NG,NGA,5.516667,5.733333,1.5345,Moderate,A,4,D1|D2|D3|D4,0.9602,False,1.732,A,10.0,10.0,0.0,0.9,6.6,0,1,0,0.03,6.4,A,6.0,6.026,8.0,5.8,2.6,106.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,37.2,0.425,A,8.56,6.76,0.0,0.0,-1.78,-0.88,none,none
788,46165.0,Burutu,Nigeria,NG,NGA,5.35,5.5,1.5345,Moderate,A,4,D1|D2|D3|D4,0.9602,False,1.732,A,10.0,10.0,0.0,0.9,7.0,0,1,0,0.03,6.4,A,6.0,6.026,8.0,5.8,2.6,106.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,7.6,0.425,A,8.56,6.76,0.0,0.0,-1.78,-0.88,none,none
789,46140.0,Koko,Nigeria,NG,NGA,6.0,5.466667,1.5345,Moderate,A,4,D1|D2|D3|D4,0.9602,False,1.732,A,10.0,10.0,0.0,0.9,7.3,0,1,0,0.03,6.4,A,6.0,6.026,8.0,5.8,2.6,106.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,26.4,0.425,A,8.56,6.76,0.0,0.0,-1.78,-0.88,none,none
790,57710.0,Cam Pha,Vietnam,VN,VNM,21.033333,107.366667,1.5343,Moderate,A,4,D1|D2|D3|D4,0.6618,False,3.7,A,7.5,10.0,0.833,3.0,9.4,1,1,1,0.1,3.506,A,4.25,4.231,2.0,4.2,3.3,78.0,stable,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,32.5,0.363,A,4.76,4.84,0.0,0.0,0.12,0.08,none,none
791,15990.0,Ensenada,Mexico,MX,MEX,31.866667,-116.633333,1.5342,Moderate,A,4,D1|D2|D3|D4,0.7649,False,2.52,A,7.5,7.171,0.0,7.5,11.0,1,4,0,0.3,4.916,A,4.75,4.744,8.0,3.24,3.1,86.0,volatile,1.177,A,1.2,2.0,8.0,0.085,12,1,0.8,70.9,0.38,A,6.44,4.56,0.0,0.0,-0.72,0.22,none,none
792,9360.0,Tampico,Mexico,MX,MEX,22.216667,-97.866667,1.5342,Moderate,A,4,D1|D2|D3|D4,0.7649,False,2.52,A,7.5,7.171,0.0,7.5,11.0,1,4,0,0.3,4.916,A,4.75,4.744,8.0,3.24,3.1,86.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,29.7,0.38,A,6.44,4.56,0.0,0.0,-0.72,0.22,none,none
793,20320.0,Nash Harbor,United States,US,USA,60.2,-166.983333,1.5329,Moderate,A,4,D1|D2|D3|D4,0.544,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,2.272,A,1.2,2.0,8.0,1.389,12,1,0.8,390.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
794,50330.0,Palembang,Indonesia,ID,IDN,-2.983333,104.766667,1.5324,Moderate,A,4,D1|D2|D3|D4,0.7472,False,2.674,A,7.5,7.171,0.0,9.5,9.4,1,4,0,0.4,4.787,A,5.0,5.0,5.0,4.2,3.0,90.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,7.4,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none
795,49040.0,Azhikal (Azhikkal),India,IN,IND,11.945555556,75.30944444399998,1.5321,Moderate,A,4,D1|D2|D3|D4,0.6812,False,2.534,A,7.5,10.0,0.0,5.5,9.0,1,1,0,0.2,4.274,A,4.0,3.974,5.0,4.48,3.4,74.0,uncertain,1.346,A,1.2,2.0,8.0,0.171,12,1,0.8,92.0,0.378,A,6.64,4.16,0.0,0.0,-0.82,0.42,none,none
796,12380.0,Linden,Guyana,,,6.0,-58.3,1.5316,Moderate,A,4,D1|D2|D3|D4,0.7764,False,2.213,A,10.0,10.0,0.0,2.4,6.8,0,1,0,0.08,5.023,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.338,A,1.2,2.0,8.0,0.167,12,1,0.8,91.0,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none
797,12760.0,Port De Aracaju,Brazil,BR,BRA,-10.916667,-37.05,1.5308,Moderate,A,4,D1|D2|D3|D4,0.8606,False,1.409,A,5.0,8.748,0.0,0.9,12.0,2,2,0,0.03,5.657,A,5.0,5.0,8.0,5.12,3.0,90.0,volatile,1.852,A,1.2,2.0,8.0,0.613,12,1,0.8,200.2,0.372,A,5.5,4.76,0.0,0.0,-0.25,0.12,none,none
798,45520.0,Collo,Algeria,DZ,DZA,37.0,6.583333,1.5303,Moderate,A,4,D1|D2|D3|D4,0.7971,False,2.376,A,7.5,10.0,0.0,4.25,23.2,1,1,0,0.15,5.161,A,6.0,6.026,5.0,3.924,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,32.3,0.38,A,5.44,5.56,0.0,0.0,-0.22,-0.28,none,none
799,45530.0,Jijel,Algeria,DZ,DZA,36.833333,5.783333,1.5303,Moderate,A,4,D1|D2|D3|D4,0.7971,False,2.376,A,7.5,10.0,0.0,4.25,10.0,1,1,0,0.15,5.161,A,6.0,6.026,5.0,3.924,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.1,0.38,A,5.44,5.56,0.0,0.0,-0.22,-0.28,none,none
800,45620.0,Mostaganem,Algeria,DZ,DZA,35.933333,0.083333,1.5303,Moderate,A,4,D1|D2|D3|D4,0.7971,False,2.376,A,7.5,10.0,0.0,4.25,23.2,1,1,0,0.15,5.161,A,6.0,6.026,5.0,3.924,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,32.7,0.38,A,5.44,5.56,0.0,0.0,-0.22,-0.28,none,none
801,45525.0,Djen-Djen,Algeria,DZ,DZA,36.816667,5.883333,1.5303,Moderate,A,4,D1|D2|D3|D4,0.7971,False,2.376,A,7.5,10.0,0.0,4.25,11.0,1,1,0,0.15,5.161,A,6.0,6.026,5.0,3.924,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.1,0.38,A,5.44,5.56,0.0,0.0,-0.22,-0.28,none,none
802,15510.0,Puntarenas,Costa Rica,CR,CRI,9.983333,-84.83333299999998,1.53,Moderate,A,4,D1|D2|D3|D4,0.7383,False,2.739,A,7.5,10.0,0.0,7.5,9.4,1,1,0,0.3,4.708,A,5.5,5.513,5.0,3.24,2.8,98.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,14.8,0.361,A,5.16,4.24,0.0,0.0,-0.08,0.38,none,none
803,9140.0,Beaumont,United States,US,USA,30.083333,-94.083333,1.5298,Moderate,A,4,D1|D2|D3|D4,0.6979,False,4.238,A,7.5,7.171,2.5,2.4,11.0,1,4,3,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,15.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
804,8470.0,Wilmington,United States,US,USA,34.233333,-77.95,1.5298,Moderate,A,4,D1|D2|D3|D4,0.6979,False,4.238,A,7.5,7.171,2.5,2.4,11.0,1,4,3,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,35.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
805,9080.0,Port Arthur,United States,US,USA,29.833333,-93.966667,1.5298,Moderate,A,4,D1|D2|D3|D4,0.6979,False,4.238,A,7.5,7.171,2.5,2.4,11.0,1,4,3,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,12.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
806,46820.0,Port Elizabeth,South Africa,ZA,ZAF,-33.951944444,25.6425,1.5295,Moderate,A,4,D1|D2|D3|D4,0.7785,False,1.523,A,5.0,7.171,0.0,1.5,12.8,2,4,0,0.05,5.038,A,4.25,4.231,8.0,4.48,3.3,78.0,volatile,1.949,A,1.2,2.0,8.0,0.752,12,1,0.8,234.3,0.366,A,5.16,4.64,0.0,0.0,-0.08,0.18,none,none
807,10630.0,Rio Bueno,Jamaica,JA,JAM,18.466667,-77.466667,1.5282,Moderate,A,4,D1|D2|D3|D4,0.7949,False,2.38,A,0.0,10.0,5.833,5.5,24.0,4,1,7,0.2,5.137,A,5.75,5.769,5.0,4.2,2.7,102.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,19.4,0.379,A,5.44,5.44,0.0,0.0,-0.22,-0.22,none,none
808,50518.0,Kuala Tanjung,Indonesia,ID,IDN,3.366667,99.483333,1.5274,Moderate,A,4,D1|D2|D3|D4,0.7456,False,2.208,A,2.5,10.0,0.0,9.5,14.0,3,1,0,0.4,4.787,A,5.0,5.0,5.0,4.2,3.0,90.0,uncertain,1.407,A,1.2,2.0,8.0,0.204,12,1,0.8,100.1,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none
809,62497.0,Nishihara,Japan,JP,JPN,26.216667,127.8,1.527,Moderate,A,4,D1|D2|D3|D4,1.0034,False,6.6701,A,5.0,10.0,4.167,9.5,12.5,2,1,5,0.4,2.456,A,2.75,2.756,2.0,2.4,3.9,55.0,stable,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,11.6,0.282,A,2.6,1.9,0.0,0.0,1.2,1.55,none,none
810,47110.0,Lamu,Kenya,KE,KEN,-2.266667,40.9,1.5255,Moderate,A,4,D1|D2|D3|D4,0.6458,False,2.141,A,10.0,8.748,0.0,2.4,4.9,0,2,0,0.08,4.06,A,5.5,5.513,2.0,4.48,2.8,98.0,stable,1.61,A,1.2,2.0,8.0,0.35,12,1,0.8,135.7,0.387,A,6.24,5.36,0.0,0.0,-0.62,-0.18,none,none
811,51803.0,Tanjung Sangata,Indonesia,ID,IDN,0.366667,117.566667,1.5254,Moderate,A,4,D1|D2|D3|D4,0.7283,False,2.6253,A,5.0,10.0,0.0,9.5,12.5,2,1,0,0.4,4.787,A,5.0,5.0,5.0,4.2,3.0,90.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,31.1,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none
812,50935.0,Tanjung Sekong,Indonesia,ID,IDN,-5.916667,106.0,1.5253,Moderate,A,4,D1|D2|D3|D4,0.75,False,2.625,A,5.0,10.0,0.0,9.5,12.5,2,1,0,0.4,4.787,A,5.0,5.0,5.0,4.2,3.0,90.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,0.4,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none
813,51770.0,Tanjung Arang  (Bunyu),Indonesia,ID,IDN,3.466667,117.833333,1.5253,Moderate,A,4,D1|D2|D3|D4,0.75,False,2.625,A,5.0,10.0,0.0,9.5,12.5,2,1,0,0.4,4.787,A,5.0,5.0,5.0,4.2,3.0,90.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,33.0,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none
814,12540.0,Itacoatiara,Brazil,BR,BRA,-3.15,-58.45,1.525,Moderate,A,4,D1|D2|D3|D4,0.8644,False,1.456,A,5.0,10.0,0.0,0.9,12.5,2,1,0,0.03,5.657,A,5.0,5.0,8.0,5.12,3.0,90.0,volatile,1.765,A,1.2,2.0,8.0,0.506,12,1,0.8,174.0,0.372,A,5.5,4.76,0.0,0.0,-0.25,0.12,none,none
815,9230.0,Sinco,United States,US,USA,29.716667,-95.233333,1.5229,Moderate,A,4,D1|D2|D3|D4,0.6937,False,4.162,A,7.5,10.0,1.667,2.4,11.0,1,1,2,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,1.6,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
816,9320.0,Port Ingleside,United States,US,USA,27.816667,-97.183333,1.5229,Moderate,A,4,D1|D2|D3|D4,0.6937,False,4.162,A,7.5,10.0,1.667,2.4,9.4,1,1,2,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,21.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
817,9210.0,Norsworthy,United States,US,USA,29.733333,-95.2,1.5229,Moderate,A,4,D1|D2|D3|D4,0.6937,False,4.162,A,7.5,10.0,1.667,2.4,11.0,1,1,2,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,2.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
818,9220.0,Pasadena,United States,US,USA,29.716667,-95.216667,1.5229,Moderate,A,4,D1|D2|D3|D4,0.6937,False,4.162,A,7.5,10.0,1.667,2.4,11.0,1,1,2,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,1.6,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
819,9030.0,Haymark Terminal,United States,US,USA,30.133333,-93.316667,1.5229,Moderate,A,4,D1|D2|D3|D4,0.6937,False,4.162,A,7.5,10.0,1.667,2.4,9.4,1,1,2,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,11.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
820,59580.0,Zamboanga,Philippines,PH,PHL,6.9,122.066667,1.5229,Moderate,A,4,D1|D2|D3|D4,0.7531,False,2.539,A,5.0,8.748,0.0,9.5,23.2,2,2,0,0.4,4.787,A,5.0,5.0,5.0,4.2,3.0,90.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,23.2,0.376,A,6.64,3.96,0.0,0.0,-0.82,0.52,none,none
821,9000.0,Morgan City,United States,US,USA,29.7,-91.216667,1.5229,Moderate,A,4,D1|D2|D3|D4,0.6937,False,4.162,A,5.0,10.0,2.5,2.4,12.5,2,1,3,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,48.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
822,13580.0,Diamante,Argentina,AR,ARG,-32.066667,-60.65,1.5224,Moderate,A,4,D1|D2|D3|D4,0.8411,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,5.512,A,4.75,4.744,8.0,5.12,3.1,86.0,volatile,1.2,A,1.2,2.0,8.0,0.108,12,1,0.8,76.4,0.367,A,4.7,5.16,0.0,0.0,0.15,-0.08,none,none
823,12570.0,Iquitos,Peru,PE,PER,-3.75,-73.233333,1.5223,Moderate,A,4,D1|D2|D3|D4,0.8481,False,0.96,A,0.0,10.0,0.0,8.5,18.3,4,1,0,0.35,5.657,A,5.0,5.0,8.0,5.12,3.0,90.0,volatile,2.724,A,1.2,2.0,8.0,2.869,12,1,0.8,752.9,0.363,A,5.3,4.24,0.0,0.0,-0.15,0.38,none,none
824,57680.0,Hai Phong,Vietnam,VN,VNM,20.916667,106.683333,1.5215,Moderate,A,4,D1|D2|D3|D4,0.6567,False,3.578,A,7.5,8.748,0.833,3.0,11.0,1,2,1,0.1,3.506,A,4.25,4.231,2.0,4.2,3.3,78.0,stable,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,40.0,0.363,A,4.76,4.84,0.0,0.0,0.12,0.08,none,none
825,20310.0,Bethel,United States,US,USA,60.816667,-161.716667,1.5214,Moderate,A,4,D1|D2|D3|D4,0.5471,False,2.213,A,10.0,10.0,0.0,2.4,4.6,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,2.205,A,1.2,2.0,8.0,1.231,12,1,0.8,351.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
826,54660.0,Wyndham,Australia,AU,AUS,-15.466667,128.1,1.5213,Moderate,A,4,D1|D2|D3|D4,0.5182,False,3.111,A,7.5,10.0,0.833,1.5,9.4,1,1,1,0.05,2.672,A,3.25,3.269,2.0,2.4,3.7,63.0,stable,2.36,A,1.2,2.0,8.0,1.616,12,1,0.8,445.9,0.273,A,2.5,1.56,0.0,0.0,1.25,1.72,none,none
827,11810.0,Willemstad,Curacao,,,12.116667,-68.933333,1.5211,Moderate,A,4,D1|D2|D3|D4,0.7815,False,2.447,A,2.5,7.171,0.833,2.4,14.0,3,4,1,0.08,5.023,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.1,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none
828,14250.0,Puerto Quemchi,Chile,CL,CHL,-42.15,-73.483333,1.52,Moderate,A,4,D1|D2|D3|D4,0.73,False,2.905,A,7.5,10.0,0.0,9.5,23.2,1,1,0,0.4,4.632,A,4.25,4.231,5.0,5.12,3.3,78.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,43.8,0.337,A,4.8,2.84,0.0,0.0,0.1,1.08,none,none
829,14140.0,Bahia Harris,Chile,CL,CHL,-53.85,-70.45,1.52,Moderate,A,4,D1|D2|D3|D4,0.73,False,2.905,A,7.5,10.0,0.0,9.5,23.2,1,1,0,0.4,4.632,A,4.25,4.231,5.0,5.12,3.3,78.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,20.0,0.337,A,4.8,2.84,0.0,0.0,0.1,1.08,none,none
830,14440.0,Penco,Chile,CL,CHL,-36.716667,-73.0,1.52,Moderate,A,4,D1|D2|D3|D4,0.73,False,2.905,A,7.5,10.0,0.0,9.5,11.0,1,1,0,0.4,4.632,A,4.25,4.231,5.0,5.12,3.3,78.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,1.5,0.337,A,4.8,2.84,0.0,0.0,0.1,1.08,none,none
831,14635.0,Puerto Calderilla,Chile,CL,CHL,-27.083333,-70.866667,1.52,Moderate,A,4,D1|D2|D3|D4,0.73,False,2.905,A,7.5,10.0,0.0,9.5,23.2,1,1,0,0.4,4.632,A,4.25,4.231,5.0,5.12,3.3,78.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,5.0,0.337,A,4.8,2.84,0.0,0.0,0.1,1.08,none,none
832,14415.0,Bahia San Vicente,Chile,CL,CHL,-36.733333,-73.166667,1.52,Moderate,A,4,D1|D2|D3|D4,0.73,False,2.905,A,7.5,10.0,0.0,9.5,23.2,1,1,0,0.4,4.632,A,4.25,4.231,5.0,5.12,3.3,78.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,7.0,0.337,A,4.8,2.84,0.0,0.0,0.1,1.08,none,none
